iter	Logloss
166	0.4229155831
167	0.4225051299
168	0.4218254089
169	0.421279617
170	0.4207802648
171	0.4197073812
172	0.4185899652
173	0.4180709175
174	0.4176502228
175	0.4172478137
176	0.4166622991
177	0.4160696942
178	0.415478499
179	0.4150734777
180	0.4145539325
181	0.4140347191
182	0.4134723829
183	0.4130324073
184	0.4129350911
185	0.4126906188
186	0.4122959635
187	0.4118170946
188	0.4112059552
189	0.4105779814
190	0.4099441197
191	0.4095145516
192	0.4092710744
193	0.4086601838
194	0.4079899581
195	0.4075102599
196	0.4067116198
197	0.4064104246
198	0.4059430827
199	0.4056363313
200	0.4050715073
201	0.4045267105
202	0.4041500506
203	0.4036769867
204	0.4032065765
205	0.4027686741
206	0.4023787872
207	0.401820473
208	0.4014182713
209	0.4010069474
210	0.4005559838
211	0.3999453006
212	0.3993840425
213	0.3989350277
214	0.3985535166
215	0.3983333007
216	0.3979160475
217	0.3974289272
218	0.3971614838
219	0.3966294579
220	0.3962462881
221	0.3957949514
222	0.3952218761
223	0.3950844226
224	0.3948778484
225	0.394493186
226	0.3940582275
227	0.3936668894
228	0.3933463304
229	0.3929096305
230	0.3924990115
231	0.392272037
232	0.391890277
233	0.3914192034
234	0.3911527551
235	0.3910271188
236	0.3906414198
237	0.390233413
238	0.3897953448
239	0.3894609368
240	0.389385638
241	0.3890570765
242	0.3888209799
243	0.3884555153
244	0.3879343116
245	0.3872288414
246	0.3868750282
247	0.3864475748
248	0.3861711751
249	0.3858931168
250	0.3855490477
251	0.3853469102
252	0.3847296342
253	0.3843143297
254	0.3838048189
255	0.3836813388
256	0.3831981161
257	0.3829327044
258	0.3826354483
259	0.3824151081
260	0.382155916
261	0.3815247909
262	0.3812938358
263	0.3807908763
264	0.3805784972
265	0.3803671961
266	0.3799469575
267	0.379550768
268	0.3789563801
269	0.3787682575
270	0.3782700248
271	0.3778615205
272	0.3774856484
273	0.3772832622
274	0.3769707058
275	0.3766893304
276	0.3762957531
277	0.3758136915
278	0.3754606662
279	0.3750850843
280	0.3748122506
281	0.3743760897
282	0.3740187935
283	0.3738280587
284	0.3734414474
285	0.3730173526
286	0.3725316421
287	0.372209466
288	0.3720519024
289	0.3717176189
290	0.3713281466
291	0.3710101584
292	0.3707802399
293	0.3706104859
294	0.3700506791
295	0.3695871934
296	0.3694243224
297	0.3690335647
298	0.3686951347
299	0.3681775798
300	0.3679539224
301	0.3677849148
302	0.3674799048
303	0.3671820267
304	0.3671416822
305	0.3669417837
306	0.3667027847
307	0.3662472601
308	0.3658234555
309	0.3654781839
310	0.3652089575
311	0.3649922247
312	0.364763094
313	0.3643597313
314	0.3640823779
315	0.3639072335
316	0.3633598245
317	0.363253552
318	0.3629847817
319	0.3628791312
320	0.362613678
321	0.3623244244
322	0.3621426043
323	0.3617438026
324	0.3613915651
325	0.3610493204
326	0.3608707345
327	0.3606792118
328	0.3604912136
329	0.360217053
330	0.3598978623
331	0.3597114397
332	0.3594961581
333	0.359398054
334	0.3591933872
335	0.3589178168
336	0.3587391066
337	0.3583961984
338	0.3580670564
339	0.3576689181
340	0.3575237523
341	0.3571135065
342	0.3568986395
343	0.3567285538
344	0.3564384295
345	0.35624898
346	0.3560299666
347	0.3557113565
348	0.3555012164
349	0.3552172702
350	0.3550352843
351	0.3548981625
352	0.3546825077
353	0.3544708335
354	0.3539857864
355	0.3538271448
356	0.353508742
357	0.3533084704
358	0.3531411212
359	0.3528896415
360	0.352736556
361	0.352561619
362	0.3523565375
363	0.3521678759
364	0.3518974055
365	0.3513208887
366	0.3511012533
367	0.3509897978
368	0.3507238886
369	0.3505991645
370	0.3503057646
371	0.3499011993
372	0.3496394779
373	0.3493974105
374	0.3493225678
375	0.3490991178
376	0.3487462168
377	0.3484985103
378	0.3482032859
379	0.3482012541
380	0.3479620063
381	0.3476875969
382	0.3473758283
383	0.3471242449
384	0.3467073441
385	0.3463110716
386	0.3459194225
387	0.3455381393
388	0.345234166
389	0.3448571122
390	0.3445762759
391	0.3445010807
392	0.3443564539
393	0.3440744151
394	0.3436724829
395	0.3433860281
396	0.3431471534
397	0.3428814308
398	0.3425985005
399	0.3422948381
400	0.3419045573
401	0.3417842492
402	0.3415191899
403	0.341279714
404	0.3409972398
405	0.3405896477
406	0.3403674209
407	0.339956325
408	0.3397509326
409	0.3394301041
410	0.3391356883
411	0.3388813268
412	0.3386762039
413	0.3384270046
414	0.3382580384
415	0.3380408494
416	0.3376906022
417	0.3374182867
418	0.3371955208
419	0.3369743513
420	0.3367773554
421	0.3365567663
422	0.3364517585
423	0.3364415791
424	0.3362777959
425	0.3362680518
426	0.3360791414
427	0.3358925529
428	0.3356820397
429	0.3353145434
430	0.3350350131
431	0.3348688457
432	0.3346556581
433	0.3343344564
434	0.3339449841
435	0.3337624177
436	0.3335167014
437	0.3332196941
438	0.332946259
439	0.3326834388
440	0.33241301
441	0.3321558704
442	0.3319745686
443	0.3317927692
444	0.3316084406
445	0.3313506583
446	0.3309500114
447	0.3306402745
448	0.3303534881
449	0.3299864479
450	0.329667278
451	0.3294291082
452	0.3294028614
453	0.3291493706
454	0.3290285028
455	0.3285655561
456	0.3282520875
457	0.3279994674
458	0.3276502982
459	0.3273558824
460	0.3272115459
461	0.3269566246
462	0.3267326355
463	0.3264957718
464	0.3260491827
465	0.3257795831
466	0.3255983436
467	0.325464995
468	0.3252169568
469	0.3248755828
470	0.3245673802
471	0.3243948688
472	0.3239901999
473	0.3237263638
474	0.3235675563
475	0.3234366334
476	0.3231953538
477	0.323026823
478	0.3228885402
479	0.3226939492
480	0.3223345591
481	0.3221366924
482	0.3219607395
483	0.3219293097
484	0.3216825361
485	0.321471546
486	0.3213530001
487	0.321078798
488	0.3208891827
489	0.3205713811
490	0.3205524735
491	0.320186076
492	0.3199006371
493	0.3196224544
494	0.3193499524
495	0.3191416367
496	0.3189108268
497	0.3185641869
498	0.3183199841
499	0.3179796675
500	0.3179454389
501	0.3177002409
502	0.3175389663
503	0.3174053482
504	0.317294411
505	0.3171236619
506	0.3170258066
507	0.316758529
508	0.3165848359
509	0.3164766146
510	0.3163198181
511	0.3160120093
512	0.3159114174
513	0.315486286
514	0.315412314
515	0.315242021
516	0.3148814699
517	0.3146543088
518	0.3144770083
519	0.3141971464
520	0.31384211
521	0.3136309748
522	0.3134121895
523	0.3132665468
524	0.3131263567
525	0.3129013518
526	0.3127907463
527	0.312746048
528	0.312656838
529	0.3124274171
530	0.3123083529
531	0.3119677668
532	0.311809913
533	0.3116829914
534	0.3114733903
535	0.3111741439
536	0.3109776041
537	0.3107864131
538	0.3104750177
539	0.3101014676
540	0.3098405755
541	0.3098347498
542	0.3096085839
543	0.30946574
544	0.3093454734
545	0.3091246149
546	0.3089395813
547	0.3086713086
548	0.3082728386
549	0.3080144136
550	0.3077395066
551	0.3076197997
552	0.3074980611
553	0.3071693337
554	0.3068982415
555	0.306529128
556	0.3063926282
557	0.3061392411
558	0.306032471
559	0.3059016933
560	0.3057438187
561	0.3056341254
562	0.3054128108
563	0.3050779674
564	0.3048725957
565	0.3046431541
566	0.3044707879
567	0.3043210403
568	0.3041433044
569	0.3038891502
570	0.3036173116
571	0.3033396887
572	0.3031425061
573	0.3030197931
574	0.3028115397
575	0.3026675349
576	0.3024856733
577	0.3022464877
578	0.3019529426
579	0.3018441408
580	0.3015335332
581	0.301225372
582	0.3009481845
583	0.3006641761
584	0.3004058755
585	0.3003270937
586	0.3001206439
587	0.2999464947
588	0.2997781297
589	0.2995112046
590	0.2993399993
591	0.2991002954
592	0.298903797
593	0.2987110304
594	0.2986680528
595	0.2984592396
596	0.2981932682
597	0.2980355387
598	0.2977649025
599	0.2973625971
600	0.2972753359
601	0.2970853474
602	0.2969117787
603	0.2967652031
604	0.2965675022
605	0.2964265036
606	0.2962652082
607	0.2961088263
608	0.295748918
609	0.2955986521
610	0.2954766232
611	0.2951215246
612	0.294871662
613	0.2946121174
614	0.2941678503
615	0.2940706585
616	0.2938544439
617	0.2933237034
618	0.2931325539
619	0.2930805372
620	0.2929356409
621	0.292595967
622	0.2924564196
623	0.292258698
624	0.292040659
625	0.2919771568
626	0.2917182757
627	0.2912886454
628	0.2910554098
629	0.2909160697
630	0.2908722629
631	0.2907010783
632	0.2906499531
633	0.2904312714
634	0.2902247387
635	0.2900340039
636	0.2897192084
637	0.2894838997
638	0.2892768694
639	0.2891594431
640	0.2889962818
641	0.2889098914
642	0.2887520583
643	0.288657147
644	0.2882847579
645	0.288160407
646	0.2879745857
647	0.2877247437
648	0.2875815682
649	0.2874256217
650	0.2872868828
651	0.2870878966
652	0.2869877608
653	0.2867297712
654	0.2865025272
655	0.2862221676
656	0.2859163906
657	0.2857429048
658	0.2857171349
659	0.2856078355
660	0.2852173266
661	0.2850467848
662	0.2849860191
663	0.2848212408
664	0.2846350255
665	0.2844612702
666	0.2842626572
667	0.2840725028
668	0.2839613997
669	0.2837481706
670	0.2836375651
671	0.283473927
672	0.2833618081
673	0.283055264
674	0.2828691317
675	0.2826400425
676	0.2824663494
677	0.2823578378
678	0.2821856374
679	0.2820223933
680	0.281825729
681	0.281667585
682	0.2815050042
683	0.281433686
684	0.2812466829
685	0.2810527553
686	0.2809950787
687	0.280796901
688	0.2807708823
689	0.2804448501
690	0.2801125983
691	0.2797277699
692	0.2795080517
693	0.2794966698
694	0.2792501035
695	0.279141198
696	0.278998914
697	0.2787939777
698	0.2786561717
699	0.278530577
700	0.2783008244
701	0.2780849001
702	0.277981924
703	0.277795377
704	0.277634289
705	0.2774601605
706	0.2772276505
707	0.2772124332
708	0.2770320229
709	0.2768703751
710	0.2766366627
711	0.276485526
712	0.2763340162
713	0.2759592015
714	0.2756600173
715	0.2755472349
716	0.2752850574
717	0.2750845163
718	0.274939537
719	0.2748158289
720	0.2746384247
721	0.2743625226
722	0.2743044936
723	0.2741485679
724	0.2738532191
725	0.2736976872
726	0.2736480547
727	0.2733703696
728	0.2731892544
729	0.2730510546
730	0.2728564014
731	0.2725946385
732	0.2724745377
733	0.2723019227
734	0.2720994535
735	0.2719195615
736	0.2717058762
737	0.2715185
738	0.2712960451
739	0.2710227759
740	0.2709517272
741	0.270849684
742	0.2708158493
743	0.2706824593
744	0.2704480627
745	0.2702407008
746	0.2700736004
747	0.2698937499
748	0.2696481373
749	0.2694318191
750	0.2691237408
751	0.268836519
752	0.2686204081
753	0.2684865205
754	0.2682715292
755	0.2681004068
756	0.2679233551
757	0.2677404984
758	0.2674706501
759	0.2673263135
760	0.2672580636
761	0.2670711434
762	0.2668869599
763	0.2668174661
764	0.2667182217
765	0.2667027764
766	0.2665428286
767	0.2663027307
768	0.2661501014
769	0.2660062417
770	0.2658346425
771	0.2655702674
772	0.2654517215
773	0.2652987397
774	0.2651356821
775	0.2650069568
776	0.2649494461
777	0.2646941309
778	0.2645231745
779	0.2643652584
780	0.2641349253
781	0.2638993056
782	0.2636815983
783	0.2636090569
784	0.263343894
785	0.2631080462
786	0.2630763676
787	0.2629592315
788	0.2628676788
789	0.2627959044
790	0.2625462076
791	0.2624158445
792	0.262284113
793	0.2621213664
794	0.2619215095
795	0.2618841088
796	0.2617595921
797	0.2615894649
798	0.2613065761
799	0.261119884
800	0.2609042914
801	0.2607086223
802	0.2604658707
803	0.2602722127
804	0.2601876259
805	0.2600194682
806	0.2598680828
807	0.2595942539
808	0.2593751783
809	0.2592947172
810	0.2591712371
811	0.2590125333
812	0.2588890739
813	0.2587577364
814	0.258562088
815	0.2584755524
816	0.2582360558
817	0.2580230132
818	0.2578222855
819	0.257657134
820	0.2574790457
821	0.2573452618
822	0.2572112705
823	0.2570014622
824	0.2568949616
825	0.2566954986
826	0.2565691367
827	0.2564111378
828	0.2562748453
829	0.2560480781
830	0.2558366941
831	0.2556902429
832	0.2554739455
833	0.2553885916
834	0.2553210051
835	0.2552001373
836	0.2549962375
837	0.2547115658
838	0.2545275066
839	0.25443981
840	0.2542386677
841	0.2540161921
842	0.2538480551
843	0.2536407968
844	0.2535540332
845	0.2534571109
846	0.2533579702
847	0.2532502879
848	0.2529942886
849	0.2528691499
850	0.2527161888
851	0.2524935681
852	0.2523073113
853	0.2521398378
854	0.2519314807
855	0.2517565437
856	0.251551172
857	0.2513519785
858	0.2511703657
859	0.2509098882
860	0.2506733563
861	0.2505676228
862	0.2504257949
863	0.2502843608
864	0.2501390291
865	0.2500068416
866	0.249718749
867	0.2495532658
868	0.2493087934
869	0.2491120048
870	0.2490038872
871	0.2488213415
872	0.2486857124
873	0.2485846229
874	0.2483139038
875	0.2481165554
876	0.2479715347
877	0.2478097418
878	0.2476394695
879	0.2474917951
880	0.247441043
881	0.2471864534
882	0.2469834867
883	0.2467123944
884	0.2465666273
885	0.246464522
886	0.2463368126
887	0.2462197594
888	0.2461589523
889	0.2458966504
890	0.2457131718
891	0.2454076228
892	0.2452302601
893	0.2449718351
894	0.2446270818
895	0.2443586018
896	0.2442657637
897	0.2441654205
898	0.2440105107
899	0.2438744047
900	0.2435909769
901	0.2434089495
902	0.2432450419
903	0.2430868771
904	0.2429305367
905	0.2426521467
906	0.2424772926
907	0.242466429
908	0.2423580004
909	0.2422509193
910	0.2422009344
911	0.2420140142
912	0.2417874336
913	0.2416849758
914	0.2414739028
915	0.2411420034
916	0.2410055658
917	0.2408001527
918	0.2406052921
919	0.2404909963
920	0.2403681382
921	0.2400522025
922	0.2399327029
923	0.2398127058
924	0.2396633314
925	0.2395203217
926	0.239278897
927	0.2390567323
928	0.2387917145
929	0.2386127969
930	0.2385457288
931	0.2383296386
932	0.2381501198
933	0.2379552178
934	0.2377799076
935	0.2375748883
936	0.2374234407
937	0.2371763976
938	0.2370674299
939	0.2367631663
940	0.236504534
941	0.2363708538
942	0.2363531071
943	0.2362550445
944	0.2359626397
945	0.2357885112
946	0.2355872859
947	0.2354837086
948	0.2352142749
949	0.2350889704
950	0.234873129
951	0.2347909264
952	0.2346383385
953	0.2344425243
954	0.2342088741
955	0.2339893217
956	0.2338091601
957	0.2335131479
958	0.2333641467
959	0.2333355157
960	0.2332306116
961	0.2331029643
962	0.2327893713
963	0.2326269564
964	0.2324373826
965	0.232293668
966	0.2321227115
967	0.2320049535
968	0.2318666085
969	0.2317436467
970	0.2315212747
971	0.2313219568
972	0.2310963506
973	0.2308557552
974	0.2307329592
975	0.2307045356
976	0.2306326161
977	0.2304841332
978	0.2303556774
979	0.2302997423
980	0.230171017
981	0.230076085
982	0.2298600155
983	0.229763031
984	0.229708174
985	0.2295691241
986	0.2293884858
987	0.2292318137
988	0.2291415049
989	0.2290492472
990	0.2288997277
991	0.2287612791
992	0.2286331343
993	0.2285658795
994	0.2283807423
995	0.2282774967
996	0.2281098158
997	0.2280015116
998	0.2277691883
999	0.2276162272
8245
27910122
0.220856004
